lexeme,stem,class
ʔẹ¹nts’i,ʔẹnts’i,Ia
ʔẹ¹nt’i,ʔẹnt’i,Ia
ʔẹ¹ts’i,ʔẹts’i,Ia
ʔẹ¹t’i,ʔẹt’i,Ia
ʔẹ¹ʔt’i,ʔẹʔt’i,Ia
ʔë²k-ʔyë¹²i,ʔëkʔyëi,Ia
ʔë²r-bi,ʔërbi,Ia
ʔë²s-pi,ʔëspi,Ia
ʔë²ti,ʔëti,Ia
ʔë²t’a²-mbʉ¹²i,ʔët’ambʉi,Ia
ʔë²t’i,ʔët’i,Ia
ʔë²ʔts’i,ʔëʔts’i,Ia
ʔë¹²hë,ʔëhë,Ia
ʔë¹²i,ʔëi,Ia
ʔë¹²m-bi,ʔëmbi,Ia
ʔë¹²na,ʔëna,Ia
ʔë¹²ni,ʔëni,Ia
ʔë¹²nts’i,ʔënts’i,Ia
ʔë¹²ts’i,ʔëts’i,Ia
ʔe¹²xke,ʔexke,Ia
ʔe¹²xt’e,ʔext’e,Ia
ʔe¹²ʔts’e,ʔeʔts’e,Ia
ʔe¹ke,ʔeke,Ia
ʔe¹ngi,ʔengi,Ia
ʔë¹nni,ʔënni,Ia
ʔe¹nts’i,ʔents’i,Ia
ʔe¹nt’i,ʔent’i,Ia
ʔe¹ʔmi,ʔeʔmi,Ia
ʔø²ke,ʔøke,Ia
ʔo²r-bi,ʔorbi,Ia
ʔø²the,ʔøthe,Ia
ʔø²ʔts’e,ʔøʔts’e,Ia
ʔø²ʔt’e,ʔøʔt’e,Ia
ʔo¹,ʔo,Ia
ʔo²i,ʔoi,Ia
ʔo²ts’i,ʔots’i,Ia
ʔø¹de,ʔøde,Ia
ʔø¹hna¹-hyä,ʔøhnahyä,Ia
ʔo¹hni,ʔohni,Ia
ʔø¹m-ma²nho,ʔømmanho,Ia
ʔø¹m-ma²nʔʉ,ʔømmanʔʉ,Ia
ʔø¹ts’e,ʔøts’e,Ia
ʔø¹t’e,ʔøt’e,Ia
ʔo¹ʔt’i,ʔoʔt’i,Ia
ʔu²di,ʔudi,Ia
ʔu²ti,ʔuti,Ia
ʔu²ʔmi,ʔuʔmi,Ia
ʔu¹²di,ʔudi,Ia
ʔu¹²xt’i,ʔuxt’i,Ia
ʔu¹²ʔts’i,ʔuʔts’i,Ia
ʔu¹ni,ʔuni,Ia
ʔʉ²s-pi,ʔʉspi,Ia
ʔʉ²t’i,ʔʉt’i,Ia
ʔʉ²ʔmi,ʔʉʔmi,Ia
ʔʉ²ʔts’i,ʔʉʔts’i,Ia
ʔʉ¹²i,ʔʉi,Ia
ʔʉ¹²ni,ʔʉni,Ia
ʔʉ¹²ts’i,ʔʉts’i,Ia
ʔʉ¹ʔt’i,ʔʉʔt’i,Ia
mba²fi,mbafi,Ia
ʔë¹²hë,ʔëhë,Ia
ye¹²,ye,II
bø²ka,bøka,II
bʉ¹,bʉ,II
fạ²t’i,fạt’i,II
fẹ²-jʉ,fẹjʉ,II
fẹ²hni,fẹhni,II
hmi¹²-du,hmidu,II
mbạ¹²xni,mbạxni,II
mbạ²nt’i,mbạnt’i,II
mbo²ʔmi,mboʔmi,II
mbo²ʔts’i,mboʔts’i,II
mi²hni,mihni,II
mi²x-te,mixte,II
pa²-te,pate,II
pa²-hwä,pahwä,II
pa²-mbạ¹²i,pambại,II
pa²-xjʉ,paxjʉ,II
pä²-te,päte,II
pẹ²n-the,pẹnthe,II
pẹ¹-ʔbi¹da,pẹʔbida,II
pẹ²-te,pẹte,II
pi²-ts’ʉ,pits’ʉ,II
pi¹,pi,II
pi²xi,pixi,II
pø²ke,pøke,II
pø²n-ni¹go,pønnigo,II
pʉ¹,pʉ,II
ʔbạ¹²i,ʔbại,II
ʔba²ʔts’i,ʔbaʔts’i,II
ʔbẹ²bo,ʔbẹʔbo,II
ʔbẹ²ni,ʔbẹni,II
ʔbẹ²-jwa,ʔbẹjwa,II
ʔbẹ²t’o,ʔbẹt’o,II
ʔbʉ²m-bø²ka,ʔbʉmʔbøka,II
ʔbʉ²m-ma²nho,ʔbʉmmanho,II
ʔbʉ¹²i,ʔbʉi,II
ʔbʉ¹²-xtha,ʔbʉxtha,II
ʔä²hä,ʔähä,II
ʔä²m-hu²di,ʔämhudi,II
ʔa²-do,ʔado,II
ʔa¹jʉ¹-mhạ¹²i,ʔajʉmhại,II
ʔa²-ʔyu,ʔaʔyu,II
ʔa²-ʔyʉ²mu,ʔaʔyʉmu,II
ʔẹ²x-ʔyo¹xʔyo,ʔẹxʔyoxʔyo,II
ʔẹ²-za,ʔẹza,II
ʔẹ²-te,ʔẹte,II
dä²xi,däxi,II
dä²-nhyë¹²i,dänhyëi,II
dä²nts’i,dänts’i,II
do²-re,dore,II
du²-ʔye,duʔye,II
dʉ²ʔts’i,dʉʔts’i,II
ʔë²-hya,ʔëhya,II
ʔë²m-me¹²i,ʔëmmei,II
ʔë²-te,ʔëte,II
ʔe²nts’a²-te,ʔents’ate,II
gä²ʔts’i,gäʔts’i,II
gạ²n-thä,gạnthä,II
gë¹,gë,II
go²-gu,gogu,II
hạ²-te,hạte,II
ha²-re,hare,II
hẹ²nba²-te,hẹnbate,II
hẹ²n-hạ¹²i,hẹnhại,II
hë²ta²-te,hëtate,II
he²he,hehe,II
he²ts’e,hets’e,II
hi¹,hi,II
hna²-thä,hnathä,II
ho²-du,hodu,II
hø¹n-ni¹gu,hønnigu,II
ho²-te,hote,II
hu¹²i,hui,II
hwa²n-jʉ,hwanjʉ,II
hwä¹²ʔts’i,hwäʔts’i,II
hwẹ¹²ts’i,hwẹts’i,II
hʉ²xi,hʉxi,II
hyo²ya,hyoya,II
ʔï²ti²mma¹-te,ʔïtimmate,II
ʔï²ti,ʔïti,II
jä²t’i,jät’i,II
jø²t’e,jøt’e,II
jwa²ts’i,jwats’i,II
kạ²-ʔyu,kạʔyu,II
kø¹²ʔt’e,køʔt’e,II
kʉ²ni,kʉni,II
k’a²t’i,k’at’i,II
k’ä²du,k’ädu,II
k’ä²ts’i,k’äts’i,II
k’ë¹,k’ë,II
k’wä²ts’i,k’wäts’i,II
k’ʉ²t’i,k’ʉt’i,II
k’ʉ¹n-the¹de,k’ʉnthede,II
na²ni,nani,II
nda²ni,ndani,II
nda²ts’i,ndats’i,II
nde²-hme,ndehme,II
nde²-the,ndethe,II
nde²-t’ä²hä,ndet’ähä,II
ndø²ts’e,ndøts’e,II
ne¹²i,nei,II
ne²-te,nete,II
ni²yä,niyä,II
nu²hu,nuhu,II
ʔo²-fạ²di,ʔofạdi,II
ʔo²ʔyu,ʔoʔyu,II
ʔo¹²h-fʉ²ni,ʔohfʉni,II
tä²-pa²do,täpado,II
tä²-te,täte,II
tä¹-dẹ¹thä,tädẹthä,II
tẹ²t’i,tẹt’i,II
tẹ²-xä²hi,tẹxähi,II
the²de,thede,II
thu¹-dẹ¹thä,thudẹthä,II
thʉ²-thä,thʉthä,II
thʉ²-ʔbe¹ni,thʉʔbeni,II
thʉ¹,thʉ,II
tï¹,tï,II
ti²hi,tihi,II
tsạ²-te,tsạte,II
tsạ²ya,tsạya,II
tsa²n-te,tsante,II
tsạ¹ndä¹-te,tsạndäte,II
sẹ²ya,tsẹya,II
tsi²x-te,tsixte,II
tsi²-hme,tsihme,II
tsi²-the,tsithe,II
tsi²-t’ë¹²i,tsit’ëi,II
tsʉ¹,tsʉ,II
tsʉ²-te,tsʉte,II
ts’ạ¹²ki,ts’ạki,II
ts’a¹²,ts’a,II
ts’ï¹-da¹-nthe¹de,ts’ïdanthede,II
tu²-mbø²ni,tumbøni,II
tu²-na²-mpa,tunampa,II
tu²-na²-ntsẹ,tunantsẹ,II
tu²nʔa¹-ʔyo,tunʔaʔyo,II
tu²-the,tuthe,II
tu²-ʔbi,tuʔbi,II
tu²hu,tuhu,II
tu²-jʉ,tujʉ,II
tu²-ma²nthu¹hu,tumanthuhu,II
tʉ²-jʉ,tʉjʉ,II
tʉ¹k-ka¹fe,tʉkkafe,II
wä²pa²-jʉ,wäpajʉ,II
wä²pa²-ka²fe,wäpakafe,II
wä²p-thu¹hu,wäpthuhu,II
wä²p-t’ë¹ʔyo,wäpt’ëʔyo,II
wä²-ʔbo²xʔyo²,wäʔboxʔyo,II
wä²-ʔye,wäʔye,II
wä²hi,wähi,II
wä¹-dä¹po,wädäpo,II
wë²t’i,wët’i,II
xạ²-dạ,xạdạ,II
xä²h-thä,xähthä,II
xạ²n-the,xạnthe,II
xi²-bø²ka,xibøka,II
xø²m-hmi,xømhmi,II
xo²fo,xofo,II
xo²-thä,xothä,II
xʉ²-dạ,xʉdạ,II
xʉ²-ʔyẹ,xʉʔyẹ,II
xʉ²,xʉ,II
ʔʉ²h-jʉ,ʔʉhjʉ,II
ʔʉ²-na²ni,ʔʉnani,II
yä¹,yä,II
yä²-fạ²di,yäfạdi,II
yä²-ma²nho,yämanho,II
yä²-mfø,yämfø,II
yä²-njo²t’re,yänjot’re,II
ye²h=tho,yehtho,II
yë²gi,yëgi,II
yo²ho,yoho,II
yʉ¹²-mma²nho,yʉmmanho,II
yʉ¹²-mma²nʔu,yʉmmanʔu,II
yʉ¹²-mʔbi²fi,yʉmʔbifi,II
yʉ¹²ni,yʉni,II
za²-mbʉ¹²i,zambʉi,II
zä¹mmi,zämmi,II
zo²ni,zoni,II
zʉ²di,zʉdi,II
ʔda²sẹ,ʔdasẹ,II
ʔdø²ke,ʔdøke,II
ʔwä²ki,ʔwäki,II
ʔya²i,ʔyai,II
ʔyä²-tsạ,ʔyätsạ,II
ʔyä²h-hi,ʔyähhi,II
ʔyo¹,ʔyo,II
ʔyo²-ma²nza²ki,ʔyomanzaki,II
ʔyo¹²-mt’ë¹²ni,ʔyomt’ëni,II
ʔyo²-mxu²di,ʔyomxudi,II
ʔyo²-xu¹²i,ʔyoxui,II
ʔyo¹-dä¹po,ʔyodäpo,II
ʔyo¹-fa¹ni,ʔyofani,II
ʔyo²-gwa,ʔyogwa,II
k’wẹ¹²nt’i,k’wẹnt’i,II
xi²x-yä¹bi,xixyäbi,Ia
hwë¹²gi,hwëgi,Ia
fø¹²ta²-do,føtado,Ia
fẹ¹m-hyä,fẹmhyä,Ia
hä²kma²-nt’ä¹gi,häkmant’ägi,Ia
pạ¹ma²-nt’ä¹gi,pạmant’ägi,Ia
pạ¹ni,pạni,Ia
pø²r-be,pørbe,Ia
thï²-xtha,thïxtha,Ia
thï¹ʔa¹-xʉ¹²tha,thïʔaxʉtha,Ia
to¹ʔma¹-hạ¹²i,toʔmahại,Ia
tsä¹ts’i,tsäts’i,Ia
tẹ²s-pi,tẹspi,Ia
ʔyo²-do²ndo,ʔyodondo,Ia
de¹²=tho,detho,Ia
xạ¹-ʔyẹ,xạʔyẹ,Ia
te¹,te,Ia
ʔä²nba²-tho¹ho,ʔänbathoho,Ia
ʔyo²-ma²ngä¹t’i,ʔyomangät’i,II
ʔyo²-mhu¹²di,ʔyomhudi,II
ʔyo¹-xi¹ngwa,ʔyoxingwa,II
ʔa¹ka¹-ʔyo,ʔakaʔyo,II
do²-gwa,dogwa,II
tsẹ²n-ʔyo²xʔyo,tsẹnʔyoxʔyo,II
ʔʉ²t’i¹-na¹ni,ʔʉt’inani,II
yä²-xạ²dạ,yäxạdạ,II
yä¹-hyu,yähyu,II
yä¹²-ma²mbʉ²ʔts’i,yämambʉʔts’i,II
yä¹²-ma²ngä¹t’i,yämangät’i,II
yë²h-ra²-xʉ¹tha,yëhraxʉtha,II
zø²k’a²t’i,zøk’at’i,II
pạ²t’i,pạt’i,Ia
pø²m-hya²ts’i,pømhyats’i,Ia
pø²m-ma²nho,pømmanho,Ia
pø²m-ma²nʔʉ,pømmanʔʉ,Ia
po¹,po,Ia
pø²hø,pøhø,Ia
bo¹²ki,boki,Ia
po²ngi,pongi,Ia
pø²ts’e,pøts’e,Ia
bo¹²ʔts’i,boʔts’i,Ia
fo²gi,fogi,Ia
fo²nts’i,fonts’i,Ia
po²x-jwa,poxjwa,Ia
tä¹,tä,Ia
thä²ʔts’i,thäʔts’i,Ia
tha²gi,thagi,Ia
thẹ¹,thẹ,Ia
tẹ¹²hẹ,tẹhẹ,Ia
tu¹²=tho,tutho,Ia
thu²gi,thugi,Ia
fe²t’e,fet’e,Ia
fø²ge,føge,Ia
fø²ts’e,føts’e,Ia
fʉ²gi,fʉgi,Ia
fʉ²mmi,fʉmmi,Ia
fʉ²ngi,fʉngi,Ia
fʉ²nt’i,fʉnt’i,Ia
fʉ²ts’i,fʉts’i,Ia
kä¹²,kä,Ia
kä¹²,kä,Ia
kä²h-fʉ²gi,kähfʉgi,Ia
kä²-mfi,kämfi,Ia
kä²-pa,käpa,Ia
kä¹pʉ,käpʉ,Ia
kä²-ʔbø²ngu¹²i,käʔbøngui,Ia
kä²ts’i,käts’i,Ia
jạ²gi,jạgi,Ia
ko²t’a¹-ʔyu,kot’aʔyu,Ia
ko²m-ma²nho,kommanho,Ia
ju²ni,juni,Ia
jwa²di,jwadi,Ia
kwe²nts’i,kwents’i,Ia
hwë²t’i,hwët’i,Ia
hwi²xki,hwixki,Ia
hwï²gi,hwïgi,Ia
hwi²ngi,hwingi,Ia
hwï²ts’i,hwïts’i,Ia
hwï²t’i,hwït’i,Ia
ha²ts’i,hats’i,Ia
hẹ²t’i,hẹt’i,Ia
hø¹²e,høe,Ia
hø²de,høde,Ia
hu¹-xa²di,huxadi,Ia
k’o²gi,k’ogi,Ia
k’o²ts’i,k’ots’i,Ia
k’wẹ²nts’i,k’wẹnts’i,Ia
k’ʉ²gi,k’ʉgi,Ia
pạ¹²ki,pạki,Ia
pa²nni,panni,Ia
pa¹²ha,paha,Ia
pa²xki,paxki,Ia
pe²nts’i,pents’i,Ia
pi²gi,pigi,Ia
po²-ji,poji,Ia
po²pa²-de¹he,popadehe,Ia
pø²xke,pøxke,Ia
po¹,po,Ia
po²-nthe,ponthe,Ia
pø²t’e,pøt’e,Ia
pʉ²ngi,pʉngi,Ia
pʉ²nt’i,pʉnt’i,Ia
pʉ¹²xki,pʉxki,Ia
nde²ni,ndeni,Ia
ti¹,ti,Ia
ti²di,tidi,Ia
ti²ts’i,tits’i,Ia
tʉ²gi,tʉgi,Ia
tʉ²ngi,tʉngi,Ia
tʉ²t’i,tʉt’i,Ia
ne²ts’i,nets’i,Ia
thạ²hạ,thạhạ,Ia
thẹ²t’i,thẹt’i,Ia
tho²ts’i,thots’i,Ia
thu²mmi,thummi,Ia
thu²nt’i,thunt’i,Ia
t’i²gi,t’igi,Ia
xạ¹,xạ,Ia
xạ²gi,xạgi,Ia
xẹ²gi,xẹgi,Ia
xẹ²t’i,xẹt’i,Ia
xø²ge,xøge,Ia
xo²gi,xogi,Ia
xø²ts’e,xøts’e,Ia
xø¹ge,xøge,Ia
xo²t’i,xot’i,Ia
yä²ts’i,yäts’i,Ia
yø¹²e,yøe,Ia
yø²t’e,yøt’e,Ia
yu²di,yudi,Ia
kʉ²n-zo²nni,kʉnzonni,Ia
kʉ¹,kʉ,Ia
kʉ²ts’i,kʉts’i,Ia
tsä²ki,tsäki,Ia
tsa²-mfi,tsamfi,Ia
tsä²t’i,tsät’i,Ia
tsẹ²t’i,tsẹt’i,Ia
tsi²nni,tsinni,Ia
tsi²ʔt’i,tsiʔt’i,Ia
tso²ts’i,tsots’i,Ia
ʔda²t’i,ʔdat’i,Ia
ʔdo²gi,ʔdogi,Ia
ʔwa²gi,ʔwagi,Ia
ʔya¹,ʔya,Ia
ʔa²gi,ʔagi,Ia
ʔyẹ²t’i,ʔyẹt’i,Ia
ʔø²ge,ʔøge,Ia
ʔø²t’e,ʔøt’e,Ia
ʔo¹ʔi¹n de,ʔoʔi nde,Ia
ʔø²ts’e,ʔøts’e,Ia
ʔo²t’i,ʔot’i,Ia
be²nts’i,bents’i,II
be²ʔts’e,beʔts’e,II
bi²nts’i,bints’i,II
bi¹,bi,II
fạ²-ʔye,fạʔye,II
fẹ²n-te,fẹnte,II
fe¹,fe,II
fø²ge,føge,II
fo¹,fo,II
fø²,fø,II
fo²ts’i,fots’i,II
fʉ¹²-mhya²di,fʉmhyadi,II
fʉ²ni,fʉni,II
mba²ʔts’i,mbaʔts’i,II
mbẹ²di,mbẹdi,II
mbo²t’i,mbot’i,II
mbo¹²ki,mboki,II
po²ki,poki,II
ʔbẹ¹-xø¹ʔts’e,ʔbẹxøʔts’e,II
ʔbi²t’i,ʔbit’i,II
ʔbø²hø,ʔbøhø,II
ʔbø²m-ma²mba,ʔbømmamba,II
ʔbo²ni,ʔboni,II
ʔbø²ni,ʔbøni,II
ʔbø¹²ts’e,ʔbøts’e,II
ʔbʉ²ʔts’i,ʔbʉʔts’i,II
dä²-ʔye,däʔye,II
de¹²,de,II
di¹,di,II
di²nts’i,dints’i,II
do²t’i,dot’i,II
do²ngi,dongi,II
dø²ni,døni,II
dʉ¹,dʉ,II
gạ²ni,gạni,II
gu²xi,guxi,II
gʉ¹²hmi,gʉhmi,II
gʉ¹²ʔt’i,gʉʔt’i,II
hndø²ni,hndøni,II
hwẹ¹²ts’i,hwẹts’i,II
hya²di,hyadi,II
jạ¹,jạ,II
ja¹,ja,II
ja¹ts’ẹ¹di¹²=tho,jats’ẹditho,II
jo¹,jo,II
k’ä¹,k’ä,II
k’ä²ki,k’äki,II
k’ẹ¹²,k’ẹ,II
k’o¹,k’o,II
k’wa¹,k’wa,II
k’ʉ¹,k’ʉ,II
nda²t’i,ndat’i,II
ʔo¹²-mfi,ʔomfi,II
ʔo²ki,ʔoki,II
ʔo²ʔts’i,ʔoʔts’i,II
tho²n-the,thonthe,II
tø²ge,tøge,II
tsa¹p-a¹xi,tsapaxi,II
tsa²-te,tsate,II
tso¹²ki,tsoki,II
ts’ï¹,ts’ï,II
tʉ²nts’i,tʉnts’i,II
t’ẹ²t’i,t’ẹt’i,II
t’i¹,t’i,II
t’ø²ʔts’e,t’øʔts’e,II
wẹ¹,wẹ,II
xä²-do,xädo,II
xa²-gui¹²,xagui,II
yu¹²ʔts’i,yuʔts’i,II
yʉ¹²n-zi²nni,yʉnzinni,II
zä¹²i,zäi,II
zẹ²ʔts’i,zẹʔts’i,II
zø¹²,zø,II
zʉ²ʔts’i,zʉʔts’i,II
zʉ²ni,zʉni,II
ʔdo¹²,ʔdo,II
ʔwä²ts’i,ʔwäts’i,II
ʔya¹-ʔyo¹ni,ʔyaʔyoni,II
ʔye¹²,ʔye,II
de¹,de,II
n=bʉ²ʔts’i,bʉʔts’i,II
n=ʔbo²n-zu¹²i,ʔbonzui,II
n=dä²-hxu²di,dähxudi,II
n=dä²-hya²ts’i,dähyats’i,II
n=dä²-ʔye,däʔye,II
n=ja²,ja,II
n=thʉ²ʔts’i,thʉʔts’i,II
n=xä²-fo,xäfo,II
n=xa¹²-ndo,xando,II
n=xi¹n-the,xinthe,II
n=xu¹²i,xui,II
n=ʔʉ²nba²-te,ʔʉnbate,II
bo¹²,bo,III
bo¹ki,boki,III
bo¹t’i,bot’i,III
dạ¹²,dạ,III
de¹ni,deni,III
fa¹²i,fai,III
fa¹t’i,fat’i,III
fẹ²xni,fẹxni,III
gi²nni,ginni,III
gu²hni,guhni,III
gʉ¹ts’i,gʉts’i,III
ha²x-ma²nho,haxmanho,III
hï¹²,hï,III
hma¹ngi,hmangi,III
hyạ¹t’i,hyạt’i,III
hyẹ²h=tho,hyẹhtho,III
hyẹ¹²ngi,hyẹngi,III
hyẹ¹²ʔts’i,hyẹʔts’i,III
jạ²hni,jạhni,III
ju¹gi,jugi,III
jʉ¹²ʔt’i,jʉʔt’i,III
ko¹²ngi,kongi,III
k’a¹²xt’i,k’axt’i,III
k’a¹²ʔts’i,k’aʔts’i,III
k’a¹mmi,k’ammi,III
k’a¹ngi,k’angi,III
mu²wi,muwi,III
na¹²xki,naxki,III
pe¹ge,pege,III
thẹ¹²ngi,thẹngi,III
thø²xni,thøxni,III
ts’ʉ²-nhyẹ¹ts’i,ts’ʉnhyẹts’i,III
tu²ʔmi,tuʔmi,III
t’a¹²xki,t’axki,III
xa¹²i,xai,III
xä²ʔts’i,xäʔts’i,III
xä¹gi,xägi,III
xä¹ki,xäki,III
xạ¹ni,xạni,III
ʔʉ¹gi,ʔʉgi,III
zø²t’e,zøt’e,III
ʔba²ʔmi,ʔbaʔmi,III
ʔdo¹ngi,ʔdongi,III
ʔyẹ¹mmi,ʔyẹmmi,III
bi²nni,binni,IV
fạ¹²i,fại,IV
ma¹ki,maki,IV
me¹,me,IV
me¹²t’i,met’i,IV
pẹ²ti,pẹti,IV
ʔba²hni,ʔbahni,IV
ʔbo²t’i,ʔbot’i,IV
di²nni,dinni,IV
dï²xni,dïxni,IV
gạ²nni,gạnni,IV
gë²nni,gënni,IV
gu²xni,guxni,IV
hø²hni,høhni,IV
hwẹ²ti,hwẹti,IV
hʉ²xhni,hʉxhni,IV
ʔi¹²xki,ʔixki,IV
jo²hni,johni,IV
jo²xni,joxni,IV
jwä¹ni,jwäni,IV
kʉ²ni,kʉni,IV
k’ẹ²hni,k’ẹhni,IV
k’ẹ²xhni,k’ẹxhni,IV
k’wa²hni,k’wahni,IV
k’wa²ʔmi,k’waʔmi,IV
k’wa²ʔts’i,k’waʔts’i,IV
k’wë²hë,k’wëhë,IV
k’wë²ti,k’wëti,IV
ndʉ²hʉ,ndʉhʉ,IV
ne²ki,neki,IV
ne¹ki,neki,IV
tho²ni,thoni,IV
thʉ²xni,thʉxni,IV
tø¹²ge,tøge,IV
ts’a²hni,ts’ahni,IV
ts’ạ¹ngi,ts’ạngi,IV
ts’ạ¹nt’i,ts’ạnt’i,IV
ts’ä¹ts’i,ts’äts’i,IV
ts’ï²hni,ts’ïhni,IV
t’i²hni,t’ihni,IV
t’i²xni,t’ixni,IV
t’ø¹hø,t’øhø,IV
ʔu¹²t’i,ʔut’i,IV
xa²xni,xaxni,IV
xi²nni,xinni,IV
xo¹,xo,IV
xu¹²ni,xuni,IV
ʔʉ²ʔt’i,ʔʉʔt’i,IV
ʔʉ¹²ni,ʔʉni,IV
yä²ti,yäti,IV
yë¹²ʔts’i,yëʔts’i,IV
yo²xni,yoxni,IV
zø²-te,zøte,IV
ʔdo²hni,ʔdohni,IV
me¹gi,megi,IV
k’o²hni,k’ohni,IV
n=de¹be,debe,IV
n=du²nni,dunni,IV
n=gä²m-bi,gämbi,IV
n=gä¹nts’i,gänts’i,IV
n=hạ¹²i,hại,IV
n=hạ¹²nt’i,hạnt’i,IV
n=ha¹²xka¹-hạ¹²i,haxkahại,IV
n=he¹ke,heke,IV
n=he²ke,heke,IV
n=hnu¹²ngi,hnungi,IV
n=hya¹²ni,hyani,IV
n=hyẹ¹²ts’i,hyẹts’i,IV
n=hyë²n=tho,hyëntho,IV
n=hyʉ²ki,hyʉki,IV
n=jạ¹²t’i,jạt’i,IV
n=jwe²ni,jweni,IV
n=ko²t’i,kot’i,IV
n=k’wa²ni,k’wani,IV
n=k’wa¹nts’i,k’wants’i,IV
n=k’wa¹nt’i,k’want’i,IV
n=na²ʔmi,naʔmi,IV
n=nu¹²nni,nunni,IV
n=nu¹nts’i,nunts’i,IV
n=tẹ¹²hẹ,tẹhẹ,IV
n=tẹ²ʔmi,tẹʔmi,IV
n=tẹ¹²ts’i,tẹts’i,IV
n=thä²nts’i,thänts’i,IV
n=to¹²ni,toni,IV
n=ts’o¹²ni,ts’oni,IV
n=tʉ¹²ni,tʉni,IV
n=t’a¹²xki,t’axki,IV
n=wä¹nts’i,wänts’i,IV
n=xä¹²n-thø,xänthø,IV
n=xï¹ki,xïki,IV
n=xo²ki,xoki,IV
n=xø¹²ngi,xøngi,IV
n=xo¹ni,xoni,IV
n=xu²ni,xuni,IV
n=xu¹t’i,xut’i,IV
n=xʉ²di,xʉdi,IV
n=ʔwẹ²ni,ʔwẹni,IV
n=ʔwë¹²xt’i,ʔwëxt’i,IV
n=ʔyạ²n=tho,ʔyạntho,IV
n=bʉ²nni,bʉnni,IV
n=fạ¹ni,fạni,IV
n=fẹ¹,fẹ,IV
n=fï²ts’i,fïts’i,IV
n=mu²t’i,mut’i,IV
n=pe¹²xke,pexke,IV
n=pø²ke,pøke,IV
n=pø¹de,pøde,IV
n=pu²ni,puni,IV
n=pʉ²gi,pʉgi,IV
n=ʔbe²ʔmi,ʔbeʔmi,IV
n=ʔbø¹nt’i,ʔbønt’i,IV
n=dạ¹,dạ,IV
n=ʔi¹²ngi,ʔingi,IV
n=ʔyẹ¹nts’i,ʔyẹnts’i,IV
n=ʔyu²-pi,ʔyupi,IV
n=hạ¹²nts’i,hạnts’i,IV
n=tø¹²k=tho¹²ho,tøkthoho,IV
n=ye¹²ke,yeke,IV
tho²ni,thoni,Ia
ʔbo²-mfi,ʔbomfi,Ia
hwi²t’i,hwit’i,Ia
ʔbạ¹m-ma²nhë,ʔbạm  manhë,II
ja²=tho,jatho,II
yʉ¹²m-ma²nʔi¹²xi,yʉmmanʔixi,II
ya¹ʔa¹bi,yaʔabi,III
yo²ti,yoti,III
